Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2,row_id_3
Santana Machado et al 2016,-46.62347806,-21.72753333,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,g,Callicebus_nigrifrons_g,1538,1,area,0,155.4402344,0.773173327,6,1125,636
Santana Machado et al 2016,-46.53734472,-21.87245278,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,g,Callicebus_nigrifrons_g,1537,1,area,0,139.0299723,13.53053323,5,1126,637
Santana Machado et al 2016,-46.63719861,-21.77810278,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,g,Callicebus_nigrifrons_g,1541,484,area,1,0,122.8379124,9,1127,638
Santana Machado et al 2016,-46.65755889,-21.80400556,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,g,Callicebus_nigrifrons_g,1544,521,area,1,0,289.7467044,12,1128,639
Santana Machado et al 2016,-46.45225583,-21.811875,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2003,Tropical and Subtropical Grasslands Savannas and Shrublands,Callicebus nigrifrons,Near Threatened,28,g,Callicebus_nigrifrons_g,1533,238,area,0,31.08804689,296.8985577,1,1129,640
Santana Machado et al 2016,-46.63379389,-21.77473611,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,g,Callicebus_nigrifrons_g,1540,2,area,0,62.17609377,336.4270441,8,1130,641
Santana Machado et al 2016,-46.48490361,-21.833225,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2003,Tropical and Subtropical Grasslands Savannas and Shrublands,Callicebus nigrifrons,Near Threatened,28,g,Callicebus_nigrifrons_g,1536,104,area,0,31.08804689,446.3143032,4,1131,642
Santana Machado et al 2016,-46.47186639,-21.80474444,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2003,Tropical and Subtropical Grasslands Savannas and Shrublands,Callicebus nigrifrons,Near Threatened,28,g,Callicebus_nigrifrons_g,1535,497,area,1,0,574.7577223,3,1132,643
Santana Machado et al 2016,-46.65214333,-21.88771389,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,g,Callicebus_nigrifrons_g,1543,361,area,1,0,907.4155464,11,1133,644
da Silva et al. 2015,-46.00810593,-21.46776046,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5131,1,area,0,30.96988957,0.575480436,10,1144,645
da Silva et al. 2015,-46.14851047,-21.44427139,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5137,1,area,0,43.79803786,0.575480436,16,1145,646
da Silva et al. 2015,-45.8870772,-21.37596075,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5151,1,area,0,443.4213372,0.863220654,30,1146,647
da Silva et al. 2015,-45.88624161,-21.31551718,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5148,1,area,0,127.6921259,1.822354714,27,1147,648
da Silva et al. 2015,-45.8742724,-21.49552568,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5156,166,area,1,0,1.822354714,35,1148,649
da Silva et al. 2015,-46.12017299,-21.44917101,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5135,1,area,0,30.96988957,3.740622834,14,1149,650
da Silva et al. 2015,-45.9561786,-21.51771645,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5126,210,area,1,0,5.083410518,5,1150,651
da Silva et al. 2015,-46.06434152,-21.4567797,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5157,83,area,1,0,5.179323924,36,1151,652
da Silva et al. 2015,-45.96206853,-21.51415386,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5154,198,area,1,0,5.371150736,33,1152,653
da Silva et al. 2015,-45.98796827,-21.51380882,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5155,1,area,0,43.79803786,6.138457984,34,1153,654
da Silva et al. 2015,-45.96554188,-21.47901356,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5153,132,area,1,0,8.536293134,32,1154,655
da Silva et al. 2015,-45.87822152,-21.31305704,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5149,11,area,0,30.96988957,9.495427194,28,1155,656
da Silva et al. 2015,-45.8570625,-21.30461559,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5150,120,area,1,0,9.495427194,29,1156,657
da Silva et al. 2015,-46.11801174,-21.44056305,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5134,183,area,1,0,11.98917575,13,1157,658
da Silva et al. 2015,-45.85788567,-21.3421029,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5147,124,area,1,0,12.37282937,26,1158,659
da Silva et al. 2015,-45.9148299,-21.5062089,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5129,237,area,1,0,14.29109749,8,1159,660
da Silva et al. 2015,-46.16129403,-21.45747723,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5138,124,area,1,0,16.20936561,17,1160,661
da Silva et al. 2015,-45.93546845,-21.5090155,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5128,233,area,1,0,16.68893264,7,1161,662
da Silva et al. 2015,-45.8631207,-21.33364163,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5146,1,area,0,43.79803786,17.83989352,25,1162,663
da Silva et al. 2015,-45.95952564,-21.47351963,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5123,126,area,1,0,18.89494098,2,1163,664
da Silva et al. 2015,-46.16056404,-21.47071896,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5140,98,area,1,0,22.3478236,19,1164,665
da Silva et al. 2015,-46.14860405,-21.4362066,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5136,153,area,1,0,26.56801346,15,1165,666
da Silva et al. 2015,-45.99546816,-21.37649706,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5142,57,area,1,0,27.1434939,21,1166,667
da Silva et al. 2015,-45.94803758,-21.52850443,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5127,231,area,1,0,28.19854136,6,1167,668
da Silva et al. 2015,-46.09464604,-21.42506757,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5132,196,area,1,0,29.92498267,11,1168,669
da Silva et al. 2015,-45.84286863,-21.35907775,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5144,95,area,1,0,31.45959717,23,1169,670
da Silva et al. 2015,-45.92816207,-21.47689797,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5122,132,area,1,0,35.48796022,1,1170,671
da Silva et al. 2015,-45.88025208,-21.50398086,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5130,176,area,1,0,38.74901602,9,1171,672
da Silva et al. 2015,-46.16619972,-21.46205087,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5139,117,area,1,0,42.77737908,18,1172,673
da Silva et al. 2015,-46.16112351,-21.39780577,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5141,196,area,1,0,48.81992365,20,1173,674
da Silva et al. 2015,-45.92744169,-21.38252264,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5143,46,area,1,0,50.16271134,22,1174,675
da Silva et al. 2015,-45.98716705,-21.46890162,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5124,105,area,1,0,50.25862474,3,1175,676
da Silva et al. 2015,-46.12464768,-21.4237477,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5133,146,area,1,0,58.98674469,12,1176,677
da Silva et al. 2015,-45.96743801,-21.50125124,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5125,151,area,1,0,95.81749259,4,1177,678
da Silva et al. 2015,-45.84835124,-21.33283343,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,a,Callithrix_aurita_a,5145,126,area,1,0,96.87254006,24,1178,679
Melo et al. 2005,-42.732379,-20.074282,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,c,Callithrix_aurita_c,1551,191,area,1,0,28.47918943,2,1179,680
Melo et al. 2005,-42.738237,-20.06847,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,c,Callithrix_aurita_c,1552,179,area,1,0,76.91318505,3,1180,681
Melo et al. 2005,-42.759249,-20.06466,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,c,Callithrix_aurita_c,1554,142,area,1,0,138.0368875,5,1181,682
Melo et al. 2005,-42.727708,-20.032601,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,c,Callithrix_aurita_c,1550,157,area,1,0,252.8254572,1,1182,683
Melo et al. 2005,-42.741516,-20.130151,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,c,Callithrix_aurita_c,1553,191,area,1,0,833.9365366,4,1183,684
Santana Machado et al 2016,-46.62347806,-21.72753333,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,e,Callithrix_aurita_e,1560,1,area,0,155.4402344,0.773173327,6,1184,685
Santana Machado et al 2016,-46.53734472,-21.87245278,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,e,Callithrix_aurita_e,1559,1,area,0,139.0299723,13.53053323,5,1185,686
Santana Machado et al 2016,-46.63719861,-21.77810278,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,e,Callithrix_aurita_e,1563,484,area,1,0,122.8379124,9,1186,687
Santana Machado et al 2016,-46.65755889,-21.80400556,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,e,Callithrix_aurita_e,1566,521,area,1,0,289.7467044,12,1187,688
Santana Machado et al 2016,-46.45225583,-21.811875,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2003,Tropical and Subtropical Grasslands Savannas and Shrublands,Callithrix aurita,Endangered,31,e,Callithrix_aurita_e,1555,238,area,0,31.08804689,296.8985577,1,1188,689
Santana Machado et al 2016,-46.63379389,-21.77473611,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,e,Callithrix_aurita_e,1562,2,area,0,62.17609377,336.4270441,8,1189,690
Santana Machado et al 2016,-46.48490361,-21.833225,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2003,Tropical and Subtropical Grasslands Savannas and Shrublands,Callithrix aurita,Endangered,31,e,Callithrix_aurita_e,1558,104,area,0,31.08804689,446.3143032,4,1190,691
Santana Machado et al 2016,-46.47186639,-21.80474444,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,0,2003,Tropical and Subtropical Grasslands Savannas and Shrublands,Callithrix aurita,Endangered,31,e,Callithrix_aurita_e,1557,497,area,1,0,574.7577223,3,1191,692
Santana Machado et al 2016,-46.64862306,-21.88398889,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix aurita,Endangered,31,e,Callithrix_aurita_e,1564,341,area,1,0,907.4155464,10,1192,693
Lima 2008 (thesis),-46.94027778,-22.88694444,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3335,1,area,0,44.28219978,0.098045661,8,1232,694
Lima 2008 (thesis),-46.98416667,-22.80555556,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3337,114,area,1,0,1.17654793,10,1233,695
Lima 2008 (thesis),-46.87722222,-22.92666667,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3328,255,area,1,0,4.706191722,1,1234,696
Lima 2008 (thesis),-46.90277778,-22.85194444,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3331,2,area,0,112.8979004,5.784693991,4,1235,697
Lima 2008 (thesis),-46.9925,-22.80944444,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3338,107,area,1,0,6.274922296,11,1236,698
Lima 2008 (thesis),-47.00333333,-22.78416667,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3341,111,area,1,0,6.863196261,14,1237,699
Lima 2008 (thesis),-46.89138889,-22.86027778,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3330,291,area,1,0,8.628018157,3,1238,700
Lima 2008 (thesis),-46.9825,-22.79111111,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3336,116,area,1,0,9.608474765,9,1239,701
Lima 2008 (thesis),-46.88583333,-22.8525,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3329,1,area,0,93.93673125,9.608474765,2,1240,702
Lima 2008 (thesis),-47.01944444,-22.79111111,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3343,92,area,1,0,20.88372577,16,1241,703
Lima 2008 (thesis),-46.91416667,-22.90777778,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3332,283,area,1,0,23.62900427,5,1242,704
Lima 2008 (thesis),-47.00166667,-22.78111111,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3340,119,area,1,0,25.49187183,13,1243,705
Lima 2008 (thesis),-46.99416667,-22.79,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3339,1,area,0,88.56439956,68.14173431,12,1244,706
