Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
Pyritz et al. 2010,-62.927585,-17.845909,Bolivia,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,0,2006,Tropical and Subtropical Dry Broadleaf Forest,Alouatta caraya,Near Threatened,3,e,Alouatta_caraya_e,2359,259,area,1,0,249.1893249,2,84
Pyritz et al. 2010,-63.064902,-17.78048,Bolivia,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,1,2006,Tropical and Subtropical Dry Broadleaf Forest,Alouatta caraya,Near Threatened,3,e,Alouatta_caraya_e,2360,74,area,1,0,266.3974933,3,85
Pyritz et al. 2010,-63.147683,-17.92593,Bolivia,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,0,2006,Tropical and Subtropical Dry Broadleaf Forest,Alouatta caraya,Near Threatened,3,e,Alouatta_caraya_e,2361,235,area,1,0,447.506414,4,86
Barbisan 2008 (thesis),-53.86063611,-29.77628056,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2200,4,area,0,32.33768233,0.627435419,13,87
Barbisan 2008 (thesis),-53.86865833,-29.77307778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2201,198,area,1,0,1.568588547,14,88
Barbisan 2008 (thesis),-53.86974722,-29.75809722,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2199,213,area,1,0,2.823459385,12,89
Barbisan 2008 (thesis),-53.87841389,-29.77815833,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2194,1,area,0,32.33768233,5.124055922,7,90
Barbisan 2008 (thesis),-53.85162222,-29.74291111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2198,189,area,1,0,9.829821564,11,91
Barbisan 2008 (thesis),-53.83559444,-29.746025,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2196,169,area,1,0,11.0846924,9,92
Barbisan 2008 (thesis),-53.88381389,-29.76112222,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2192,215,area,1,0,18.50934486,5,93
Barbisan 2008 (thesis),-53.87581389,-29.75615,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2191,212,area,1,0,23.84254592,4,94
Barbisan 2008 (thesis),-53.82789444,-29.73554444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2193,139,area,1,0,42.87475363,6,95
Barbisan 2008 (thesis),-53.82790556,-29.77951667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2190,109,area,1,0,46.01193073,3,96
Barbisan 2008 (thesis),-53.87082778,-29.77571389,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2005,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2197,156,area,1,0,1345.639829,10,97
Chiarello 1999,-40.14874167,-18.34444722,Brazil,Neotropics,Atelidae,Alouatta,Alouatta fusca,Alouatta_guariba,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,c,Alouatta_guariba_c,4,14,area,1,0,2740.946127,4,98
Chiarello 1999,-39.80627778,-18.26845278,Brazil,Neotropics,Atelidae,Alouatta,Alouatta fusca,Alouatta_guariba,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,c,Alouatta_guariba_c,5,501,area,1,0,4696.250485,5,99
Chiarello 1999,-39.94515556,-19.11418056,Brazil,Neotropics,Atelidae,Alouatta,Alouatta fusca,Alouatta_guariba,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,c,Alouatta_guariba_c,6,206,area,1,0,7751.015802,6,100
Chiarello 1999,-40.12372,-19.805467,Brazil,Neotropics,Atelidae,Alouatta,Alouatta fusca,Alouatta_guariba,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,c,Alouatta_guariba_c,2,1003,area,1,0,8068.215807,2,101
Chiarello 1999,-40.13806389,-19.01885278,Brazil,Neotropics,Atelidae,Alouatta,Alouatta fusca,Alouatta_guariba,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,c,Alouatta_guariba_c,3,9,area,1,0,9460.316143,3,102
de Almeida e Silva et al. 2017,-45.95861111,-23.20833333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5914,1,area,0,345.1806101,0.590824729,9,103
de Almeida e Silva et al. 2017,-45.965,-23.23472222,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5910,1,area,0,62.76011093,0.984707881,5,104
de Almeida e Silva et al. 2017,-45.94361111,-23.15472222,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5923,1,area,0,474.8664072,1.280120245,18,105
de Almeida e Silva et al. 2017,-45.98055556,-23.20416667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5911,1,area,0,140.3358743,1.969415762,6,106
de Almeida e Silva et al. 2017,-45.98777778,-23.15361111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5919,1,area,0,376.5606656,2.166357338,14,107
de Almeida e Silva et al. 2017,-45.98444444,-23.24555556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5913,155,area,1,0,3.151065219,8,108
de Almeida e Silva et al. 2017,-45.99555556,-23.1725,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5912,1,area,0,113.142399,3.348006795,7,109
de Almeida e Silva et al. 2017,-45.95222222,-23.16055556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5920,1,area,0,309.0577041,6.69601359,15,110
de Almeida e Silva et al. 2017,-45.9725,-23.24027778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5915,1,area,0,94.14016639,7.385309106,10,111
de Almeida e Silva et al. 2017,-45.95666667,-23.21805556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5907,1,area,0,407.940721,7.483779894,2,112
de Almeida e Silva et al. 2017,-45.92972222,-23.18666667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5926,1,area,0,409.1458661,7.680721471,21,113
de Almeida e Silva et al. 2017,-45.90805556,-23.18777778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5917,1,area,0,470.7008319,15.06603058,12,114
de Almeida e Silva et al. 2017,-45.96722222,-23.19583333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5916,1,area,0,125.5202219,31.4121814,11,115
de Almeida e Silva et al. 2017,-45.98722222,-23.19944444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5906,1,area,0,407.940721,148.1985361,1,116
de Almeida e Silva et al. 2017,-45.95194444,-23.14583333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5921,1,area,0,31.38005546,257.0087569,16,117
de Almeida e Silva et al. 2017,-45.96694444,-23.20694444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5909,1,area,0,284.1584879,379.9003004,4,118
De Araujo 2009,-42.23686667,-22.49846111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2365,264,area,1,0,178.359875,3,119
De Araujo 2009,-42.45663333,-22.713775,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2376,179,area,1,0,380.5201835,14,120
De Araujo 2009,-42.37286944,-22.60903889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2375,145,area,1,0,428.6945549,13,121
De Araujo 2009,-42.334575,-22.59785833,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2374,169,area,1,0,910.4382688,12,122
De Araujo 2009,-42.0582,-22.46062778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2364,248,area,1,0,931.4667642,2,123
De Araujo 2009,-42.03333333,-22.45,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,1778,1,area,0,248.8224258,1184.626155,2,124
De Araujo 2009,-42.03499722,-22.53983333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2363,101,area,1,0,1819.633945,1,125
De Araujo 2009,-42.44729722,-22.57009167,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2373,142,area,1,0,2956.415292,11,126
De Araujo 2009,-42.28333333,-22.51666667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,1777,193,area,1,0,3716.756228,1,127
De Araujo 2009,-42.25768333,-22.46366111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2366,303,area,1,0,5355.766622,4,128
De Araujo 2009,-42.41805,-22.43109167,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2370,405,area,1,0,8225.67833,8,129
Ennes Silva and Bicca-Marques 2013,-51.42437222,-30.30708611,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1806,282,area,1,0,1.328603009,28,130
Ennes Silva and Bicca-Marques 2013,-51.399625,-30.42583611,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1787,1,area,0,31.96877092,1.533003471,9,131
Ennes Silva and Bicca-Marques 2013,-51.38716389,-30.44096111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1782,99,area,1,0,2.044004629,4,132
Ennes Silva and Bicca-Marques 2013,-51.40848889,-30.29692778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1810,178,area,1,0,2.350605323,32,133
Ennes Silva and Bicca-Marques 2013,-51.39048611,-30.42474722,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1784,99,area,1,0,2.86160648,6,134
Ennes Silva and Bicca-Marques 2013,-51.45291944,-30.36639167,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1794,321,area,1,0,2.86160648,16,135
Ennes Silva and Bicca-Marques 2013,-51.45866111,-30.27427222,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1813,319,area,1,0,2.86160648,35,136
Ennes Silva and Bicca-Marques 2013,-51.45696111,-30.33729167,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1801,375,area,1,0,4.190209489,23,137
Ennes Silva and Bicca-Marques 2013,-51.40784722,-30.47593611,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1790,98,area,1,0,4.701210646,12,138
Ennes Silva and Bicca-Marques 2013,-51.31873333,-30.26880278,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1814,1,area,0,71.48434494,5.416612266,36,139
Ennes Silva and Bicca-Marques 2013,-51.45590556,-30.33935,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1802,366,area,1,0,5.621012728,24,140
Ennes Silva and Bicca-Marques 2013,-51.39148889,-30.42716667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1783,110,area,1,0,7.256216431,5,141
Ennes Silva and Bicca-Marques 2013,-51.38261944,-30.41968889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1786,77,area,1,0,7.256216431,8,142
Ennes Silva and Bicca-Marques 2013,-51.42901667,-30.31645278,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1807,284,area,1,0,7.256216431,29,143
Ennes Silva and Bicca-Marques 2013,-51.45811944,-30.37633333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1793,300,area,1,0,7.767217588,15,144
Ennes Silva and Bicca-Marques 2013,-51.46718611,-30.27448889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1812,327,area,1,0,8.993620366,34,145
Ennes Silva and Bicca-Marques 2013,-51.43010833,-30.30231944,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1805,299,area,1,0,10.22002314,27,146
Ennes Silva and Bicca-Marques 2013,-51.40558889,-30.47247778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1789,100,area,1,0,10.42442361,11,147
Ennes Silva and Bicca-Marques 2013,-51.45538333,-30.38234444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1796,273,area,1,0,11.85522685,18,148
Ennes Silva and Bicca-Marques 2013,-51.39350556,-30.44204444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1781,115,area,1,0,13.89923147,3,149
Ennes Silva and Bicca-Marques 2013,-51.38589444,-30.43112222,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1785,84,area,1,0,16.2498368,7,150
Ennes Silva and Bicca-Marques 2013,-51.40965,-30.46879167,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1788,114,area,1,0,17.16963888,10,151
Ennes Silva and Bicca-Marques 2013,-51.45641944,-30.33408333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1803,363,area,1,0,17.16963888,25,152
Ennes Silva and Bicca-Marques 2013,-51.46278611,-30.37327778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1797,312,area,1,0,21.87084953,19,153
Ennes Silva and Bicca-Marques 2013,-51.44399444,-30.43517778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1779,308,area,1,0,26.87866087,1,154
Ennes Silva and Bicca-Marques 2013,-51.425025,-30.31303889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1808,277,area,1,0,28.92266549,30,155
Ennes Silva and Bicca-Marques 2013,-51.30062778,-30.34402778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1791,65,area,1,0,37.91628586,13,156
Ennes Silva and Bicca-Marques 2013,-51.47146111,-30.28171667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1811,303,area,1,0,49.97591317,33,157
Ennes Silva and Bicca-Marques 2013,-51.44770833,-30.31545556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1804,339,area,1,0,51.30451618,26,158
Ennes Silva and Bicca-Marques 2013,-51.45079167,-30.37439444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1795,286,area,1,0,74.60616894,17,159
Ennes Silva and Bicca-Marques 2013,-51.47815833,-30.32756667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1800,417,area,1,0,111.6026527,22,160
Ennes Silva and Bicca-Marques 2013,-51.45256111,-30.34260833,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1798,339,area,1,0,375.38145,20,161
Ennes Silva and Bicca-Marques 2013,-51.13449722,-30.43148333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1792,214,area,1,0,767.6259383,14,162
Ennes Silva and Bicca-Marques 2013,-51.487375,-30.32796667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1799,335,area,1,0,871.9723745,21,163
Ennes Silva and Bicca-Marques 2013,-51.42873056,-30.431,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1780,243,area,1,0,1500.912599,2,164
Lima 2008 (thesis),-46.93833333,-22.88694444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3274,1,area,0,190.464943,0.098045661,7,165
Lima 2008 (thesis),-46.98416667,-22.80555556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3277,114,area,1,0,1.17654793,10,166
Lima 2008 (thesis),-46.87722222,-22.92666667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3268,255,area,1,0,4.706191722,1,167
